2,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
H,S,S,S,-1,-1,-1,-1,-1,-1,-1,S,S,H,S,S,H,S,-1,AIC,H
H,S,H,H,H,H,H,H,H,S,AIFL,-1,S,H,S,H,S,H,S,-1,H
H,S,S,S,S,S,H,S,S,S,S,S,S,S,S,S,S,H,S,S,H
H,S,H,H,H,S,H,S,S,H,H,H,S,H,H,H,S,S,S,S,H
H,S,H,S,S,S,H,S,S,H,S,H,S,H,S,H,S,S,H,H,H
H,S,H,S,S,S,H,AIDR,S,H,H,H,S,H,H,H,S,S,S,S,H
H,S,H,S,S,S,H,S,S,H,H,H,S,H,H,H,S,S,S,S,H
H,S,H,S,H,H,H,S,S,H,S,H,S,H,S,H,S,S,S,S,H
H,S,H,S,H,S,S,S,S,H,H,H,S,H,H,H,S,S,S,S,H
H,S,H,S,H,H,H,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,S,H,S,S,S,H,S,S,S,S,H,S,S,H,S,S,S,H,S,H
H,S,H,S,H,S,H,H,H,H,H,S,H,S,H,H,H,H,S,H,H
H,S,H,S,H,S,H,S,S,H,S,S,H,S,H,S,S,H,S,H,H
H,S,H,S,H,S,H,S,S,H,H,S,H,S,H,S,S,H,S,H,H
H,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,S,S,S,H,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,S,H,S,H,H,H,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,-1,H,S,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,1,-1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
