2,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV
LV,CR1,CR2,LV,S,S,S,S,S,S,S,S,S,S,S,S,S,LV,CR1,CR2,LV
LV,CR3,CR4,LV,S,S,S,S,S,-1,S,S,S,S,S,S,S,LV,CR3,CR4,LV
LV,LV,LV,LV,S,S,S,-1,AIDR,-1,-1,-1,S,S,S,S,S,LV,LV,LV,LV
LV,S,S,LV,LV,S,S,S,S,S,S,S,S,S,S,S,LV,LV,S,S,LV
LV,S,S,S,LV,LV,S,S,S,S,S,S,S,S,S,LV,LV,S,S,S,LV
LV,S,S,S,S,LV,LV,S,S,S,S,S,S,S,LV,LV,S,S,S,S,LV
LV,S,S,S,S,S,LV,LV,LV,R,LV,R,LV,LV,LV,S,S,S,S,S,LV
LV,S,-1,S,S,S,S,S,R,R,R,R,R,S,S,-1,S,S,S,S,LV
LV,S,S,S,S,S,S,S,LV,R,LV,R,LV,S,S,-1,S,S,S,S,LV
LV,S,S,S,S,S,S,S,R,R,R,R,R,S,-1,AIC,-1,-1,S,S,LV
LV,S,S,S,S,S,S,S,LV,R,LV,R,LV,S,S,-1,S,S,S,S,LV
LV,S,S,S,S,S,S,S,R,R,R,R,R,S,S,-1,S,S,S,S,LV
LV,S,S,S,S,S,LV,LV,LV,R,LV,R,LV,LV,LV,-1,S,S,S,S,LV
LV,S,S,S,S,LV,LV,S,S,S,S,S,S,S,LV,LV,S,S,S,S,LV
LV,-1,S,S,LV,LV,S,S,S,S,S,S,S,S,S,LV,LV,S,S,S,LV
LV,1,-1,LV,LV,S,S,S,S,S,S,S,S,S,S,S,LV,LV,S,S,LV
LV,LV,LV,LV,S,S,S,S,S,S,S,S,S,S,S,S,S,LV,LV,LV,LV
LV,CR1,CR2,LV,S,S,S,S,-1,AIFL,S,S,S,S,S,S,S,LV,CR1,CR2,LV
LV,CR3,CR4,LV,S,S,S,S,S,S,S,S,S,S,S,S,S,LV,CR3,CR4,LV
LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV
