2,H,H,H,H,H,H,W,W,W,W,H,H,H,H,H,H,H,H,H,H
H,S,S,S,S,S,S,TR,W,W,TR,S,S,S,S,S,S,S,-1,AIC,H
H,S,S,S,S,S,S,TR,W,W,TR,S,S,S,S,S,S,S,S,-1,H
H,S,CD1,CD2,S,S,S,TR,W,W,TR,S,S,S,S,S,S,S,S,S,H
H,S,CD3,CD4,S,S,S,TR,W,W,TR,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,TR,W,W,TR,S,S,S,S,S,S,S,S,S,H
H,S,S,S,CD1,CD2,S,TR,W,W,TR,S,S,S,S,CD1,CD2,S,S,S,H
H,S,S,S,CD3,CD4,S,TR,W,W,TR,S,S,S,S,CD3,CD4,S,S,S,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,S,S,CD1,CD2,S,S,S,S,S,S,S,S,S,CD1,CD2,S,S,S,S,H
H,S,S,CD3,CD4,,,TR,W,W,TR,S,S,S,CD3,CD4,S,S,S,S,H
H,S,S,S,S,,,TR,W,W,TR,CD1,CD2,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,TR,W,W,TR,CD3,CD4,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,TR,W,W,TR,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,TR,W,W,TR,S,S,S,S,S,S,S,S,S,H
H,-1,S,S,S,S,S,TR,W,W,TR,S,S,S,S,S,S,S,S,S,H
H,1,-1,S,S,S,S,TR,W,W,TR,S,S,S,S,S,S,S,S,S,H
H,H,H,H,H,H,H,W,W,W,W,H,H,H,H,H,H,H,H,H,H
