2,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV
LV,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,-1,AIC,LV
LV,S,S,AIDR,S,S,S,S,-1,-1,-1,-1,S,S,-1,-1,-1,-1,-1,-1,LV
LV,S,-1,AIFL,-1,-1,-1,-1,-1,-1,-1,-1,S,S,-1,-1,-1,-1,,S,LV
LV,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,LV
LV,S,LV,LV,S,S,S,S,S,S,S,S,S,S,S,S,S,LV,LV,S,LV
LV,S,LV,LV,LV,S,S,S,LV,S,S,S,LV,S,S,S,LV,LV,LV,S,LV
LV,S,LV,LV,LV,LV,S,LV,R,LV,S,LV,R,LV,S,LV,LV,LV,LV,S,LV
LV,S,LV,LV,LV,LV,LV,R,R,R,LV,R,R,R,LV,LV,LV,LV,LV,S,LV
LV,S,S,LV,LV,LV,LV,R,R,R,R,R,R,R,LV,LV,LV,LV,S,S,LV
LV,S,S,S,LV,S,LV,R,R,R,R,R,R,R,LV,S,LV,S,S,S,LV
LV,S,S,S,S,S,S,LV,R,R,R,R,R,LV,S,S,S,-1,-1,S,LV
LV,S,S,S,S,S,S,S,LV,R,R,R,LV,S,S,S,S,S,S,S,LV
LV,S,-1,-1,-1,-1,S,S,S,LV,LV,LV,S,S,S,S,S,S,S,S,LV
LV,S,S,S,S,S,S,S,S,S,S,S,S,S,-1,-1,S,-1,-1,S,LV
LV,S,S,S,S,S,S,S,S,S,S,S,S,S,-1,-1,S,S,S,S,LV
LV,S,S,S,S,S,-1,-1,-1,-1,-1,-1,S,S,S,S,S,S,S,S,LV
LV,S,S,S,-1,-1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,LV
LV,-1,-1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,LV
LV,1,-1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,LV
LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV
