2,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
W,S,S,S,S,S,S,S,S,W,S,S,S,S,S,S,S,S,-1,AIC,W
W,S,S,S,S,S,S,S,S,W,S,S,S,S,S,S,S,S,S,-1,W
W,S,S,S,S,S,S,S,S,W,S,S,W,S,S,W,W,S,S,S,W
W,S,S,S,S,S,S,S,S,W,S,S,W,S,S,S,W,S,S,S,W
W,S,W,W,W,W,W,W,W,W,S,S,W,S,W,W,W,W,S,S,W
W,S,W,S,S,S,S,S,S,W,S,S,W,S,W,S,S,S,S,S,W
W,S,W,S,S,S,S,S,S,W,S,S,W,S,W,S,W,S,W,S,W
W,S,W,S,W,W,W,W,S,S,S,S,W,S,S,S,W,W,W,S,W
W,S,W,S,W,S,TR,W,W,W,W,W,W,W,W,S,W,S,S,S,W
W,S,W,S,W,S,S,W,W,S,S,S,S,S,S,S,W,S,S,S,W
W,S,W,S,W,S,S,S,S,S,S,S,S,S,S,S,W,S,S,S,W
W,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,W,S,S,S,W
W,S,S,,TR,S,S,S,S,S,W,W,W,W,W,S,W,S,S,S,W
W,S,S,S,S,S,S,S,S,S,S,W,S,W,S,S,W,TR,S,S,W
W,S,S,S,S,S,S,S,S,S,S,S,S,W,S,S,W,TR,S,S,W
W,S,S,S,S,S,W,W,W,S,S,W,S,S,S,S,W,W,S,S,W
W,S,S,S,S,S,W,W,W,S,S,W,W,S,S,S,S,S,S,S,W
W,-1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,W,S,W,S,W
W,1,-1,S,S,S,S,S,S,S,S,S,S,S,S,S,W,S,S,S,W
W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
