H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
H,S,-1,-1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,-1,2,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,-1,H
H,S,H,H,H,S,-1,-1,S,S,S,S,S,S,S,S,S,H,H,H,S,H
H,S,H,W,W,S,S,S,S,S,-1,-1,-1,S,S,S,S,W,W,H,S,H
H,S,H,W,W,S,S,S,S,S,S,-1,-1,-1,S,S,S,W,W,H,S,H
H,S,S,S,W,W,W,W,-1,-1,-1,-1,-1,W,W,W,W,S,S,S,S,H
H,S,S,S,W,TR,-1,TR,-1,S,H,H,S,TR,S,TR,W,S,S,S,S,H
H,S,S,S,W,-1,-1,-1,-1,H,P,P,H,S,-1,-1,W,S,S,S,S,H
H,S,S,S,W,TR,-1,S,H,P,H,H,P,H,-1,TR,W,S,S,S,S,H
H,W,W,W,W,-1,-1,H,P,H,P,P,H,P,H,S,W,W,W,W,W,H
H,S,S,S,W,TR,-1,S,H,P,H,H,P,H,S,TR,W,S,S,S,S,H
H,S,S,S,W,-1,-1,S,-1,H,P,P,H,-1,S,S,W,S,S,S,S,H
H,S,S,S,W,TR,S,TR,S,S,H,H,S,TR,S,TR,W,S,S,S,S,H
H,S,S,S,W,W,W,W,-1,-1,-1,-1,-1,W,W,W,W,S,S,S,S,H
H,S,H,W,W,S,S,S,S,-1,-1,-1,-1,S,S,S,S,W,W,H,S,H
H,P,H,W,W,S,S,S,S,S,S,S,S,S,S,S,S,W,W,H,S,H
H,S,H,H,H,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H,S,H
H,-1,S,S,S,S,S,S,S,S,-1,AIDR,-1,S,S,S,S,S,S,S,S,H
H,1,-1,S,AIC,-1,-1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
