H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,P,-1,2,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,-1,H
H,S,S,S,S,STR,S,S,S,STR,S,S,S,S,S,AIC,S,P,S,S,S,H
H,S,S,STR,S,S,S,S,S,S,S,STR,S,S,S,-1,S,S,S,S,S,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,-1,S,S,S,H
H,S,S,S,S,S,STR,S,S,S,S,S,S,S,S,S,-1,STR,S,S,S,H
H,S,STR,S,S,S,S,S,STR,STR,STR,STR,STR,STR,STR,S,S,S,S,S,S,H
H,S,S,S,STR,S,S,S,STR,W,W,W,W,W,STR,S,S,S,S,S,S,H
H,S,S,S,S,S,S,S,STR,W,STR,STR,STR,W,STR,S,S,S,S,S,S,H
H,S,S,S,S,S,S,S,STR,W,STR,SKE,STR,W,STR,S,S,S,S,S,S,H
H,S,S,S,S,S,S,S,STR,W,STR,STR,STR,W,STR,S,S,S,S,S,S,H
H,S,S,S,S,STR,S,S,STR,W,W,W,W,W,STR,S,S,S,S,S,S,H
H,S,S,S,S,S,S,S,STR,STR,STR,STR,STR,STR,STR,S,S,S,S,S,S,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,S,S,STR,S,S,S,S,S,S,STR,S,S,STR,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,STR,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,-1,S,S,S,S,S,S,S,S,S,S,STR,S,S,S,S,S,S,S,S,H
H,1,-1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
