H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,-1,H
H,S,S,S,S,S,S,S,S,S,H,S,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,S,S,H,H,S,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,S,H,S,H,S,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,H,S,S,H,S,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,H,H,H,H,H,H,S,S,S,S,S,2,S,S,H
H,S,S,S,S,S,S,S,S,S,H,S,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,S,S,S,H,S,S,S,S,-1,S,S,P,S,S,H
H,S,S,S,S,S,S,S,S,S,H,S,S,S,S,-1,S,S,S,S,S,H
H,S,S,S,S,S,S,S,S,S,H,S,S,S,S,-1,S,S,S,S,S,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,-1,S,S,S,S,S,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,AIC,S,S,S,S,S,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,S,P,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,S,S,P,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,-1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,1,-1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
